Start of simulation. Time: Saturday, July 2, 2016 10:01:22 PM
Simulation: 200 07/02/2016 22:01:35:32015 Total Errors:    74, Errors this iteration:     1, Total Bits Simulated:      6500, Bit Error Rate:  0.01, Percent errors found:  14.80
Simulation: 200 07/02/2016 22:01:36:00913 Total Errors:    76, Errors this iteration:     2, Total Bits Simulated:      6900, Bit Error Rate:  0.01, Percent errors found:  15.20
Simulation: 200 07/02/2016 22:01:36:18075 Total Errors:    77, Errors this iteration:     1, Total Bits Simulated:      7000, Bit Error Rate:  0.01, Percent errors found:  15.40
Simulation: 200 07/02/2016 22:01:36:35439 Total Errors:    79, Errors this iteration:     2, Total Bits Simulated:      7100, Bit Error Rate:  0.01, Percent errors found:  15.80
Simulation: 200 07/02/2016 22:01:37:39397 Total Errors:    80, Errors this iteration:     1, Total Bits Simulated:      7700, Bit Error Rate:  0.01, Percent errors found:  16.00
Simulation: 200 07/02/2016 22:01:37:56709 Total Errors:    84, Errors this iteration:     4, Total Bits Simulated:      7800, Bit Error Rate:  0.01, Percent errors found:  16.80
Simulation: 200 07/02/2016 22:01:37:73870 Total Errors:    88, Errors this iteration:     4, Total Bits Simulated:      7900, Bit Error Rate:  0.01, Percent errors found:  17.60
Simulation: 200 07/02/2016 22:01:37:98336 Total Errors:    92, Errors this iteration:     4, Total Bits Simulated:      8000, Bit Error Rate:  0.01, Percent errors found:  18.40
Simulation: 200 07/02/2016 22:01:38:15649 Total Errors:    94, Errors this iteration:     2, Total Bits Simulated:      8100, Bit Error Rate:  0.01, Percent errors found:  18.80
Simulation: 200 07/02/2016 22:01:38:33060 Total Errors:    96, Errors this iteration:     2, Total Bits Simulated:      8200, Bit Error Rate:  0.01, Percent errors found:  19.20
Simulation: 200 07/02/2016 22:01:38:50572 Total Errors:    97, Errors this iteration:     1, Total Bits Simulated:      8300, Bit Error Rate:  0.01, Percent errors found:  19.40
Simulation: 200 07/02/2016 22:01:38:67984 Total Errors:    99, Errors this iteration:     2, Total Bits Simulated:      8400, Bit Error Rate:  0.01, Percent errors found:  19.80
Simulation: 200 07/02/2016 22:01:39:02358 Total Errors:   101, Errors this iteration:     2, Total Bits Simulated:      8600, Bit Error Rate:  0.01, Percent errors found:  20.20
Simulation: 200 07/02/2016 22:01:39:44569 Total Errors:   102, Errors this iteration:     1, Total Bits Simulated:      8800, Bit Error Rate:  0.01, Percent errors found:  20.40
Simulation: 200 07/02/2016 22:01:39:78692 Total Errors:   104, Errors this iteration:     2, Total Bits Simulated:      9000, Bit Error Rate:  0.01, Percent errors found:  20.80
Simulation: 200 07/02/2016 22:01:39:96153 Total Errors:   106, Errors this iteration:     2, Total Bits Simulated:      9100, Bit Error Rate:  0.01, Percent errors found:  21.20
Simulation: 200 07/02/2016 22:01:40:13515 Total Errors:   107, Errors this iteration:     1, Total Bits Simulated:      9200, Bit Error Rate:  0.01, Percent errors found:  21.40
Simulation: 200 07/02/2016 22:01:40:31739 Total Errors:   108, Errors this iteration:     1, Total Bits Simulated:      9300, Bit Error Rate:  0.01, Percent errors found:  21.60
Simulation: 200 07/02/2016 22:01:40:65663 Total Errors:   109, Errors this iteration:     1, Total Bits Simulated:      9500, Bit Error Rate:  0.01, Percent errors found:  21.80
Simulation: 200 07/02/2016 22:01:40:99686 Total Errors:   111, Errors this iteration:     2, Total Bits Simulated:      9700, Bit Error Rate:  0.01, Percent errors found:  22.20
Simulation: 200 07/02/2016 22:01:41:17383 Total Errors:   114, Errors this iteration:     3, Total Bits Simulated:      9800, Bit Error Rate:  0.01, Percent errors found:  22.80
Simulation: 200 07/02/2016 22:01:41:35398 Total Errors:   118, Errors this iteration:     4, Total Bits Simulated:      9900, Bit Error Rate:  0.01, Percent errors found:  23.60
Simulation: 200 07/02/2016 22:01:41:52794 Total Errors:   120, Errors this iteration:     2, Total Bits Simulated:     10000, Bit Error Rate:  0.01, Percent errors found:  24.00
Simulation: 200 07/02/2016 22:01:41:86917 Total Errors:   121, Errors this iteration:     1, Total Bits Simulated:     10200, Bit Error Rate:  0.01, Percent errors found:  24.20
Simulation: 200 07/02/2016 22:01:42:04228 Total Errors:   123, Errors this iteration:     2, Total Bits Simulated:     10300, Bit Error Rate:  0.01, Percent errors found:  24.60
Simulation: 200 07/02/2016 22:01:42:22140 Total Errors:   124, Errors this iteration:     1, Total Bits Simulated:     10400, Bit Error Rate:  0.01, Percent errors found:  24.80
Simulation: 200 07/02/2016 22:01:42:39502 Total Errors:   126, Errors this iteration:     2, Total Bits Simulated:     10500, Bit Error Rate:  0.01, Percent errors found:  25.20
Simulation: 200 07/02/2016 22:01:42:78749 Total Errors:   129, Errors this iteration:     3, Total Bits Simulated:     10700, Bit Error Rate:  0.01, Percent errors found:  25.80
Simulation: 200 07/02/2016 22:01:43:13121 Total Errors:   130, Errors this iteration:     1, Total Bits Simulated:     10900, Bit Error Rate:  0.01, Percent errors found:  26.00
Simulation: 200 07/02/2016 22:01:43:64708 Total Errors:   132, Errors this iteration:     2, Total Bits Simulated:     11200, Bit Error Rate:  0.01, Percent errors found:  26.40
Simulation: 200 07/02/2016 22:01:43:86363 Total Errors:   133, Errors this iteration:     1, Total Bits Simulated:     11300, Bit Error Rate:  0.01, Percent errors found:  26.60
Simulation: 200 07/02/2016 22:01:44:20536 Total Errors:   134, Errors this iteration:     1, Total Bits Simulated:     11500, Bit Error Rate:  0.01, Percent errors found:  26.80
Simulation: 200 07/02/2016 22:01:44:38448 Total Errors:   135, Errors this iteration:     1, Total Bits Simulated:     11600, Bit Error Rate:  0.01, Percent errors found:  27.00
Simulation: 200 07/02/2016 22:01:44:56110 Total Errors:   137, Errors this iteration:     2, Total Bits Simulated:     11700, Bit Error Rate:  0.01, Percent errors found:  27.40
Simulation: 200 07/02/2016 22:01:45:14322 Total Errors:   139, Errors this iteration:     2, Total Bits Simulated:     12000, Bit Error Rate:  0.01, Percent errors found:  27.80
Simulation: 200 07/02/2016 22:01:45:32084 Total Errors:   140, Errors this iteration:     1, Total Bits Simulated:     12100, Bit Error Rate:  0.01, Percent errors found:  28.00
Simulation: 200 07/02/2016 22:01:45:49544 Total Errors:   143, Errors this iteration:     3, Total Bits Simulated:     12200, Bit Error Rate:  0.01, Percent errors found:  28.60
Simulation: 200 07/02/2016 22:01:45:66778 Total Errors:   149, Errors this iteration:     6, Total Bits Simulated:     12300, Bit Error Rate:  0.01, Percent errors found:  29.80
Simulation: 200 07/02/2016 22:01:46:00734 Total Errors:   152, Errors this iteration:     3, Total Bits Simulated:     12500, Bit Error Rate:  0.01, Percent errors found:  30.40
Simulation: 200 07/02/2016 22:01:46:17849 Total Errors:   153, Errors this iteration:     1, Total Bits Simulated:     12600, Bit Error Rate:  0.01, Percent errors found:  30.60
Simulation: 200 07/02/2016 22:01:46:67982 Total Errors:   154, Errors this iteration:     1, Total Bits Simulated:     12900, Bit Error Rate:  0.01, Percent errors found:  30.80
Simulation: 200 07/02/2016 22:01:47:35968 Total Errors:   155, Errors this iteration:     1, Total Bits Simulated:     13300, Bit Error Rate:  0.01, Percent errors found:  31.00
Simulation: 200 07/02/2016 22:01:47:53080 Total Errors:   156, Errors this iteration:     1, Total Bits Simulated:     13400, Bit Error Rate:  0.01, Percent errors found:  31.20
Simulation: 200 07/02/2016 22:01:47:70291 Total Errors:   158, Errors this iteration:     2, Total Bits Simulated:     13500, Bit Error Rate:  0.01, Percent errors found:  31.60
Simulation: 200 07/02/2016 22:01:48:04618 Total Errors:   161, Errors this iteration:     3, Total Bits Simulated:     13700, Bit Error Rate:  0.01, Percent errors found:  32.20
Simulation: 200 07/02/2016 22:01:48:21633 Total Errors:   164, Errors this iteration:     3, Total Bits Simulated:     13800, Bit Error Rate:  0.01, Percent errors found:  32.80
Simulation: 200 07/02/2016 22:01:48:72166 Total Errors:   165, Errors this iteration:     1, Total Bits Simulated:     14100, Bit Error Rate:  0.01, Percent errors found:  33.00
Simulation: 200 07/02/2016 22:01:48:89781 Total Errors:   166, Errors this iteration:     1, Total Bits Simulated:     14200, Bit Error Rate:  0.01, Percent errors found:  33.20
Simulation: 200 07/02/2016 22:01:49:40164 Total Errors:   168, Errors this iteration:     2, Total Bits Simulated:     14500, Bit Error Rate:  0.01, Percent errors found:  33.60
Simulation: 200 07/02/2016 22:01:49:57226 Total Errors:   169, Errors this iteration:     1, Total Bits Simulated:     14600, Bit Error Rate:  0.01, Percent errors found:  33.80
Simulation: 200 07/02/2016 22:01:49:74287 Total Errors:   173, Errors this iteration:     4, Total Bits Simulated:     14700, Bit Error Rate:  0.01, Percent errors found:  34.60
Simulation: 200 07/02/2016 22:01:50:08474 Total Errors:   174, Errors this iteration:     1, Total Bits Simulated:     14900, Bit Error Rate:  0.01, Percent errors found:  34.80
Simulation: 200 07/02/2016 22:01:50:42309 Total Errors:   175, Errors this iteration:     1, Total Bits Simulated:     15100, Bit Error Rate:  0.01, Percent errors found:  35.00
Simulation: 200 07/02/2016 22:01:50:76632 Total Errors:   176, Errors this iteration:     1, Total Bits Simulated:     15300, Bit Error Rate:  0.01, Percent errors found:  35.20
Simulation: 200 07/02/2016 22:01:51:11483 Total Errors:   180, Errors this iteration:     4, Total Bits Simulated:     15500, Bit Error Rate:  0.01, Percent errors found:  36.00
Simulation: 200 07/02/2016 22:01:51:28697 Total Errors:   181, Errors this iteration:     1, Total Bits Simulated:     15600, Bit Error Rate:  0.01, Percent errors found:  36.20
Simulation: 200 07/02/2016 22:01:51:45858 Total Errors:   182, Errors this iteration:     1, Total Bits Simulated:     15700, Bit Error Rate:  0.01, Percent errors found:  36.40
Simulation: 200 07/02/2016 22:01:51:63220 Total Errors:   183, Errors this iteration:     1, Total Bits Simulated:     15800, Bit Error Rate:  0.01, Percent errors found:  36.60
Simulation: 200 07/02/2016 22:01:51:80531 Total Errors:   185, Errors this iteration:     2, Total Bits Simulated:     15900, Bit Error Rate:  0.01, Percent errors found:  37.00
Simulation: 200 07/02/2016 22:01:51:98343 Total Errors:   186, Errors this iteration:     1, Total Bits Simulated:     16000, Bit Error Rate:  0.01, Percent errors found:  37.20
Simulation: 200 07/02/2016 22:01:52:15819 Total Errors:   187, Errors this iteration:     1, Total Bits Simulated:     16100, Bit Error Rate:  0.01, Percent errors found:  37.40
Simulation: 200 07/02/2016 22:01:52:49748 Total Errors:   188, Errors this iteration:     1, Total Bits Simulated:     16300, Bit Error Rate:  0.01, Percent errors found:  37.60
Simulation: 200 07/02/2016 22:01:52:66910 Total Errors:   189, Errors this iteration:     1, Total Bits Simulated:     16400, Bit Error Rate:  0.01, Percent errors found:  37.80
Simulation: 200 07/02/2016 22:01:52:84121 Total Errors:   192, Errors this iteration:     3, Total Bits Simulated:     16500, Bit Error Rate:  0.01, Percent errors found:  38.40
Simulation: 200 07/02/2016 22:01:53:01983 Total Errors:   193, Errors this iteration:     1, Total Bits Simulated:     16600, Bit Error Rate:  0.01, Percent errors found:  38.60
Simulation: 200 07/02/2016 22:01:53:19295 Total Errors:   196, Errors this iteration:     3, Total Bits Simulated:     16700, Bit Error Rate:  0.01, Percent errors found:  39.20
Simulation: 200 07/02/2016 22:01:53:36564 Total Errors:   197, Errors this iteration:     1, Total Bits Simulated:     16800, Bit Error Rate:  0.01, Percent errors found:  39.40
Simulation: 200 07/02/2016 22:01:53:54029 Total Errors:   198, Errors this iteration:     1, Total Bits Simulated:     16900, Bit Error Rate:  0.01, Percent errors found:  39.60
Simulation: 200 07/02/2016 22:01:53:88305 Total Errors:   200, Errors this iteration:     2, Total Bits Simulated:     17100, Bit Error Rate:  0.01, Percent errors found:  40.00
Simulation: 200 07/02/2016 22:01:54:06119 Total Errors:   203, Errors this iteration:     3, Total Bits Simulated:     17200, Bit Error Rate:  0.01, Percent errors found:  40.60
Simulation: 200 07/02/2016 22:01:54:23501 Total Errors:   205, Errors this iteration:     2, Total Bits Simulated:     17300, Bit Error Rate:  0.01, Percent errors found:  41.00
Simulation: 200 07/02/2016 22:01:54:40714 Total Errors:   207, Errors this iteration:     2, Total Bits Simulated:     17400, Bit Error Rate:  0.01, Percent errors found:  41.40
Simulation: 200 07/02/2016 22:01:54:74889 Total Errors:   210, Errors this iteration:     3, Total Bits Simulated:     17600, Bit Error Rate:  0.01, Percent errors found:  42.00
Simulation: 200 07/02/2016 22:01:54:92456 Total Errors:   211, Errors this iteration:     1, Total Bits Simulated:     17700, Bit Error Rate:  0.01, Percent errors found:  42.20
Simulation: 200 07/02/2016 22:01:55:10519 Total Errors:   212, Errors this iteration:     1, Total Bits Simulated:     17800, Bit Error Rate:  0.01, Percent errors found:  42.40
Simulation: 200 07/02/2016 22:01:55:27982 Total Errors:   215, Errors this iteration:     3, Total Bits Simulated:     17900, Bit Error Rate:  0.01, Percent errors found:  43.00
Simulation: 200 07/02/2016 22:01:55:45531 Total Errors:   216, Errors this iteration:     1, Total Bits Simulated:     18000, Bit Error Rate:  0.01, Percent errors found:  43.20
Simulation: 200 07/02/2016 22:01:55:62945 Total Errors:   222, Errors this iteration:     6, Total Bits Simulated:     18100, Bit Error Rate:  0.01, Percent errors found:  44.40
Simulation: 200 07/02/2016 22:01:55:97418 Total Errors:   223, Errors this iteration:     1, Total Bits Simulated:     18300, Bit Error Rate:  0.01, Percent errors found:  44.60
Simulation: 200 07/02/2016 22:01:56:16131 Total Errors:   227, Errors this iteration:     4, Total Bits Simulated:     18400, Bit Error Rate:  0.01, Percent errors found:  45.40
Simulation: 200 07/02/2016 22:01:56:34076 Total Errors:   229, Errors this iteration:     2, Total Bits Simulated:     18500, Bit Error Rate:  0.01, Percent errors found:  45.80
Simulation: 200 07/02/2016 22:01:56:51904 Total Errors:   231, Errors this iteration:     2, Total Bits Simulated:     18600, Bit Error Rate:  0.01, Percent errors found:  46.20
Simulation: 200 07/02/2016 22:01:56:69168 Total Errors:   232, Errors this iteration:     1, Total Bits Simulated:     18700, Bit Error Rate:  0.01, Percent errors found:  46.40
Simulation: 200 07/02/2016 22:01:56:86365 Total Errors:   234, Errors this iteration:     2, Total Bits Simulated:     18800, Bit Error Rate:  0.01, Percent errors found:  46.80
Simulation: 200 07/02/2016 22:01:57:03677 Total Errors:   235, Errors this iteration:     1, Total Bits Simulated:     18900, Bit Error Rate:  0.01, Percent errors found:  47.00
Simulation: 200 07/02/2016 22:01:57:21372 Total Errors:   241, Errors this iteration:     6, Total Bits Simulated:     19000, Bit Error Rate:  0.01, Percent errors found:  48.20
Simulation: 200 07/02/2016 22:01:57:38719 Total Errors:   243, Errors this iteration:     2, Total Bits Simulated:     19100, Bit Error Rate:  0.01, Percent errors found:  48.60
Simulation: 200 07/02/2016 22:01:57:56130 Total Errors:   244, Errors this iteration:     1, Total Bits Simulated:     19200, Bit Error Rate:  0.01, Percent errors found:  48.80
Simulation: 200 07/02/2016 22:01:57:74013 Total Errors:   245, Errors this iteration:     1, Total Bits Simulated:     19300, Bit Error Rate:  0.01, Percent errors found:  49.00
Simulation: 200 07/02/2016 22:01:57:91775 Total Errors:   246, Errors this iteration:     1, Total Bits Simulated:     19400, Bit Error Rate:  0.01, Percent errors found:  49.20
Simulation: 200 07/02/2016 22:01:58:09387 Total Errors:   249, Errors this iteration:     3, Total Bits Simulated:     19500, Bit Error Rate:  0.01, Percent errors found:  49.80
Simulation: 200 07/02/2016 22:01:58:27200 Total Errors:   250, Errors this iteration:     1, Total Bits Simulated:     19600, Bit Error Rate:  0.01, Percent errors found:  50.00
Simulation: 200 07/02/2016 22:01:58:44913 Total Errors:   253, Errors this iteration:     3, Total Bits Simulated:     19700, Bit Error Rate:  0.01, Percent errors found:  50.60
Simulation: 200 07/02/2016 22:01:58:62580 Total Errors:   254, Errors this iteration:     1, Total Bits Simulated:     19800, Bit Error Rate:  0.01, Percent errors found:  50.80
Simulation: 200 07/02/2016 22:01:58:80282 Total Errors:   255, Errors this iteration:     1, Total Bits Simulated:     19900, Bit Error Rate:  0.01, Percent errors found:  51.00
Simulation: 200 07/02/2016 22:01:59:31818 Total Errors:   257, Errors this iteration:     2, Total Bits Simulated:     20200, Bit Error Rate:  0.01, Percent errors found:  51.40
Simulation: 200 07/02/2016 22:01:59:66021 Total Errors:   261, Errors this iteration:     4, Total Bits Simulated:     20400, Bit Error Rate:  0.01, Percent errors found:  52.20
Simulation: 200 07/02/2016 22:01:59:83432 Total Errors:   264, Errors this iteration:     3, Total Bits Simulated:     20500, Bit Error Rate:  0.01, Percent errors found:  52.80
Simulation: 200 07/02/2016 22:02:00:00797 Total Errors:   265, Errors this iteration:     1, Total Bits Simulated:     20600, Bit Error Rate:  0.01, Percent errors found:  53.00
Simulation: 200 07/02/2016 22:02:00:18061 Total Errors:   266, Errors this iteration:     1, Total Bits Simulated:     20700, Bit Error Rate:  0.01, Percent errors found:  53.20
Simulation: 200 07/02/2016 22:02:00:52469 Total Errors:   270, Errors this iteration:     4, Total Bits Simulated:     20900, Bit Error Rate:  0.01, Percent errors found:  54.00
Simulation: 200 07/02/2016 22:02:00:69731 Total Errors:   274, Errors this iteration:     4, Total Bits Simulated:     21000, Bit Error Rate:  0.01, Percent errors found:  54.80
Simulation: 200 07/02/2016 22:02:00:87042 Total Errors:   276, Errors this iteration:     2, Total Bits Simulated:     21100, Bit Error Rate:  0.01, Percent errors found:  55.20
Simulation: 200 07/02/2016 22:02:01:04491 Total Errors:   277, Errors this iteration:     1, Total Bits Simulated:     21200, Bit Error Rate:  0.01, Percent errors found:  55.40
Simulation: 200 07/02/2016 22:02:01:21752 Total Errors:   280, Errors this iteration:     3, Total Bits Simulated:     21300, Bit Error Rate:  0.01, Percent errors found:  56.00
Simulation: 200 07/02/2016 22:02:01:39366 Total Errors:   282, Errors this iteration:     2, Total Bits Simulated:     21400, Bit Error Rate:  0.01, Percent errors found:  56.40
Simulation: 200 07/02/2016 22:02:01:56628 Total Errors:   285, Errors this iteration:     3, Total Bits Simulated:     21500, Bit Error Rate:  0.01, Percent errors found:  57.00
Simulation: 200 07/02/2016 22:02:01:73989 Total Errors:   287, Errors this iteration:     2, Total Bits Simulated:     21600, Bit Error Rate:  0.01, Percent errors found:  57.40
Simulation: 200 07/02/2016 22:02:02:08212 Total Errors:   289, Errors this iteration:     2, Total Bits Simulated:     21800, Bit Error Rate:  0.01, Percent errors found:  57.80
Simulation: 200 07/02/2016 22:02:02:25361 Total Errors:   290, Errors this iteration:     1, Total Bits Simulated:     21900, Bit Error Rate:  0.01, Percent errors found:  58.00
Simulation: 200 07/02/2016 22:02:02:43113 Total Errors:   292, Errors this iteration:     2, Total Bits Simulated:     22000, Bit Error Rate:  0.01, Percent errors found:  58.40
Simulation: 200 07/02/2016 22:02:02:60454 Total Errors:   293, Errors this iteration:     1, Total Bits Simulated:     22100, Bit Error Rate:  0.01, Percent errors found:  58.60
Simulation: 200 07/02/2016 22:02:02:77569 Total Errors:   295, Errors this iteration:     2, Total Bits Simulated:     22200, Bit Error Rate:  0.01, Percent errors found:  59.00
Simulation: 200 07/02/2016 22:02:03:11348 Total Errors:   297, Errors this iteration:     2, Total Bits Simulated:     22400, Bit Error Rate:  0.01, Percent errors found:  59.40
Simulation: 200 07/02/2016 22:02:03:45634 Total Errors:   298, Errors this iteration:     1, Total Bits Simulated:     22600, Bit Error Rate:  0.01, Percent errors found:  59.60
Simulation: 200 07/02/2016 22:02:03:79275 Total Errors:   301, Errors this iteration:     3, Total Bits Simulated:     22800, Bit Error Rate:  0.01, Percent errors found:  60.20
Simulation: 200 07/02/2016 22:02:03:96844 Total Errors:   302, Errors this iteration:     1, Total Bits Simulated:     22900, Bit Error Rate:  0.01, Percent errors found:  60.40
Simulation: 200 07/02/2016 22:02:04:32018 Total Errors:   304, Errors this iteration:     2, Total Bits Simulated:     23100, Bit Error Rate:  0.01, Percent errors found:  60.80
