Start of simulation. Time: Saturday, July 2, 2016 10:01:22 PM
Simulation: 300 07/02/2016 22:01:27:10463 Total Errors:    76, Errors this iteration:     5, Total Bits Simulated:      2200, Bit Error Rate:  0.03, Percent errors found:  15.20
Simulation: 300 07/02/2016 22:01:27:27774 Total Errors:    81, Errors this iteration:     5, Total Bits Simulated:      2300, Bit Error Rate:  0.04, Percent errors found:  16.20
Simulation: 300 07/02/2016 22:01:27:47690 Total Errors:    86, Errors this iteration:     5, Total Bits Simulated:      2400, Bit Error Rate:  0.04, Percent errors found:  17.20
Simulation: 300 07/02/2016 22:01:27:65451 Total Errors:    88, Errors this iteration:     2, Total Bits Simulated:      2500, Bit Error Rate:  0.04, Percent errors found:  17.60
Simulation: 300 07/02/2016 22:01:27:83764 Total Errors:    92, Errors this iteration:     4, Total Bits Simulated:      2600, Bit Error Rate:  0.04, Percent errors found:  18.40
Simulation: 300 07/02/2016 22:01:28:04477 Total Errors:    95, Errors this iteration:     3, Total Bits Simulated:      2700, Bit Error Rate:  0.04, Percent errors found:  19.00
Simulation: 300 07/02/2016 22:01:28:22089 Total Errors:   101, Errors this iteration:     6, Total Bits Simulated:      2800, Bit Error Rate:  0.04, Percent errors found:  20.20
Simulation: 300 07/02/2016 22:01:28:40201 Total Errors:   107, Errors this iteration:     6, Total Bits Simulated:      2900, Bit Error Rate:  0.04, Percent errors found:  21.40
Simulation: 300 07/02/2016 22:01:28:57864 Total Errors:   111, Errors this iteration:     4, Total Bits Simulated:      3000, Bit Error Rate:  0.04, Percent errors found:  22.20
Simulation: 300 07/02/2016 22:01:28:75926 Total Errors:   115, Errors this iteration:     4, Total Bits Simulated:      3100, Bit Error Rate:  0.04, Percent errors found:  23.00
Simulation: 300 07/02/2016 22:01:28:93761 Total Errors:   123, Errors this iteration:     8, Total Bits Simulated:      3200, Bit Error Rate:  0.04, Percent errors found:  24.60
Simulation: 300 07/02/2016 22:01:29:11109 Total Errors:   129, Errors this iteration:     6, Total Bits Simulated:      3300, Bit Error Rate:  0.04, Percent errors found:  25.80
Simulation: 300 07/02/2016 22:01:29:28278 Total Errors:   137, Errors this iteration:     8, Total Bits Simulated:      3400, Bit Error Rate:  0.04, Percent errors found:  27.40
Simulation: 300 07/02/2016 22:01:29:46090 Total Errors:   138, Errors this iteration:     1, Total Bits Simulated:      3500, Bit Error Rate:  0.04, Percent errors found:  27.60
Simulation: 300 07/02/2016 22:01:29:66822 Total Errors:   141, Errors this iteration:     3, Total Bits Simulated:      3600, Bit Error Rate:  0.04, Percent errors found:  28.20
Simulation: 300 07/02/2016 22:01:29:86235 Total Errors:   147, Errors this iteration:     6, Total Bits Simulated:      3700, Bit Error Rate:  0.04, Percent errors found:  29.40
Simulation: 300 07/02/2016 22:01:30:05398 Total Errors:   150, Errors this iteration:     3, Total Bits Simulated:      3800, Bit Error Rate:  0.04, Percent errors found:  30.00
Simulation: 300 07/02/2016 22:01:30:31353 Total Errors:   157, Errors this iteration:     7, Total Bits Simulated:      3900, Bit Error Rate:  0.04, Percent errors found:  31.40
Simulation: 300 07/02/2016 22:01:30:56570 Total Errors:   161, Errors this iteration:     4, Total Bits Simulated:      4000, Bit Error Rate:  0.04, Percent errors found:  32.20
Simulation: 300 07/02/2016 22:01:30:75833 Total Errors:   167, Errors this iteration:     6, Total Bits Simulated:      4100, Bit Error Rate:  0.04, Percent errors found:  33.40
Simulation: 300 07/02/2016 22:01:30:97598 Total Errors:   170, Errors this iteration:     3, Total Bits Simulated:      4200, Bit Error Rate:  0.04, Percent errors found:  34.00
Simulation: 300 07/02/2016 22:01:31:16360 Total Errors:   173, Errors this iteration:     3, Total Bits Simulated:      4300, Bit Error Rate:  0.04, Percent errors found:  34.60
Simulation: 300 07/02/2016 22:01:31:35073 Total Errors:   177, Errors this iteration:     4, Total Bits Simulated:      4400, Bit Error Rate:  0.04, Percent errors found:  35.40
Simulation: 300 07/02/2016 22:01:31:53585 Total Errors:   184, Errors this iteration:     7, Total Bits Simulated:      4500, Bit Error Rate:  0.04, Percent errors found:  36.80
Simulation: 300 07/02/2016 22:01:31:72648 Total Errors:   189, Errors this iteration:     5, Total Bits Simulated:      4600, Bit Error Rate:  0.04, Percent errors found:  37.80
Simulation: 300 07/02/2016 22:01:31:97617 Total Errors:   194, Errors this iteration:     5, Total Bits Simulated:      4700, Bit Error Rate:  0.04, Percent errors found:  38.80
Simulation: 300 07/02/2016 22:01:32:17995 Total Errors:   198, Errors this iteration:     4, Total Bits Simulated:      4800, Bit Error Rate:  0.04, Percent errors found:  39.60
Simulation: 300 07/02/2016 22:01:32:40462 Total Errors:   201, Errors this iteration:     3, Total Bits Simulated:      4900, Bit Error Rate:  0.04, Percent errors found:  40.20
Simulation: 300 07/02/2016 22:01:32:59675 Total Errors:   207, Errors this iteration:     6, Total Bits Simulated:      5000, Bit Error Rate:  0.04, Percent errors found:  41.40
Simulation: 300 07/02/2016 22:01:32:77939 Total Errors:   211, Errors this iteration:     4, Total Bits Simulated:      5100, Bit Error Rate:  0.04, Percent errors found:  42.20
Simulation: 300 07/02/2016 22:01:32:96901 Total Errors:   217, Errors this iteration:     6, Total Bits Simulated:      5200, Bit Error Rate:  0.04, Percent errors found:  43.40
Simulation: 300 07/02/2016 22:01:33:16464 Total Errors:   219, Errors this iteration:     2, Total Bits Simulated:      5300, Bit Error Rate:  0.04, Percent errors found:  43.80
Simulation: 300 07/02/2016 22:01:33:35677 Total Errors:   222, Errors this iteration:     3, Total Bits Simulated:      5400, Bit Error Rate:  0.04, Percent errors found:  44.40
Simulation: 300 07/02/2016 22:01:33:53840 Total Errors:   226, Errors this iteration:     4, Total Bits Simulated:      5500, Bit Error Rate:  0.04, Percent errors found:  45.20
Simulation: 300 07/02/2016 22:01:33:71802 Total Errors:   230, Errors this iteration:     4, Total Bits Simulated:      5600, Bit Error Rate:  0.04, Percent errors found:  46.00
Simulation: 300 07/02/2016 22:01:33:89814 Total Errors:   235, Errors this iteration:     5, Total Bits Simulated:      5700, Bit Error Rate:  0.04, Percent errors found:  47.00
Simulation: 300 07/02/2016 22:01:34:08127 Total Errors:   239, Errors this iteration:     4, Total Bits Simulated:      5800, Bit Error Rate:  0.04, Percent errors found:  47.80
Simulation: 300 07/02/2016 22:01:34:26095 Total Errors:   248, Errors this iteration:     9, Total Bits Simulated:      5900, Bit Error Rate:  0.04, Percent errors found:  49.60
Simulation: 300 07/02/2016 22:01:34:44457 Total Errors:   252, Errors this iteration:     4, Total Bits Simulated:      6000, Bit Error Rate:  0.04, Percent errors found:  50.40
Simulation: 300 07/02/2016 22:01:34:66472 Total Errors:   256, Errors this iteration:     4, Total Bits Simulated:      6100, Bit Error Rate:  0.04, Percent errors found:  51.20
Simulation: 300 07/02/2016 22:01:34:85284 Total Errors:   262, Errors this iteration:     6, Total Bits Simulated:      6200, Bit Error Rate:  0.04, Percent errors found:  52.40
Simulation: 300 07/02/2016 22:01:35:08350 Total Errors:   268, Errors this iteration:     6, Total Bits Simulated:      6300, Bit Error Rate:  0.04, Percent errors found:  53.60
Simulation: 300 07/02/2016 22:01:35:26111 Total Errors:   275, Errors this iteration:     7, Total Bits Simulated:      6400, Bit Error Rate:  0.04, Percent errors found:  55.00
Simulation: 300 07/02/2016 22:01:35:45374 Total Errors:   280, Errors this iteration:     5, Total Bits Simulated:      6500, Bit Error Rate:  0.04, Percent errors found:  56.00
Simulation: 300 07/02/2016 22:01:35:62986 Total Errors:   281, Errors this iteration:     1, Total Bits Simulated:      6600, Bit Error Rate:  0.04, Percent errors found:  56.20
Simulation: 300 07/02/2016 22:01:35:83800 Total Errors:   283, Errors this iteration:     2, Total Bits Simulated:      6700, Bit Error Rate:  0.04, Percent errors found:  56.60
Simulation: 300 07/02/2016 22:01:36:02364 Total Errors:   288, Errors this iteration:     5, Total Bits Simulated:      6800, Bit Error Rate:  0.04, Percent errors found:  57.60
Simulation: 300 07/02/2016 22:01:36:19476 Total Errors:   290, Errors this iteration:     2, Total Bits Simulated:      6900, Bit Error Rate:  0.04, Percent errors found:  58.00
Simulation: 300 07/02/2016 22:01:36:36890 Total Errors:   292, Errors this iteration:     2, Total Bits Simulated:      7000, Bit Error Rate:  0.04, Percent errors found:  58.40
Simulation: 300 07/02/2016 22:01:36:54202 Total Errors:   297, Errors this iteration:     5, Total Bits Simulated:      7100, Bit Error Rate:  0.04, Percent errors found:  59.40
Simulation: 300 07/02/2016 22:01:36:84227 Total Errors:   300, Errors this iteration:     3, Total Bits Simulated:      7200, Bit Error Rate:  0.04, Percent errors found:  60.00
Simulation: 300 07/02/2016 22:01:37:01839 Total Errors:   306, Errors this iteration:     6, Total Bits Simulated:      7300, Bit Error Rate:  0.04, Percent errors found:  61.20
Simulation: 300 07/02/2016 22:01:37:19731 Total Errors:   308, Errors this iteration:     2, Total Bits Simulated:      7400, Bit Error Rate:  0.04, Percent errors found:  61.60
Simulation: 300 07/02/2016 22:01:37:37396 Total Errors:   312, Errors this iteration:     4, Total Bits Simulated:      7500, Bit Error Rate:  0.04, Percent errors found:  62.40
Simulation: 300 07/02/2016 22:01:37:54657 Total Errors:   314, Errors this iteration:     2, Total Bits Simulated:      7600, Bit Error Rate:  0.04, Percent errors found:  62.80
Simulation: 300 07/02/2016 22:01:37:71869 Total Errors:   319, Errors this iteration:     5, Total Bits Simulated:      7700, Bit Error Rate:  0.04, Percent errors found:  63.80
Simulation: 300 07/02/2016 22:01:37:89679 Total Errors:   324, Errors this iteration:     5, Total Bits Simulated:      7800, Bit Error Rate:  0.04, Percent errors found:  64.80
Simulation: 300 07/02/2016 22:01:38:09344 Total Errors:   329, Errors this iteration:     5, Total Bits Simulated:      7900, Bit Error Rate:  0.04, Percent errors found:  65.80
Simulation: 300 07/02/2016 22:01:38:26606 Total Errors:   332, Errors this iteration:     3, Total Bits Simulated:      8000, Bit Error Rate:  0.04, Percent errors found:  66.40
Simulation: 300 07/02/2016 22:01:38:43918 Total Errors:   336, Errors this iteration:     4, Total Bits Simulated:      8100, Bit Error Rate:  0.04, Percent errors found:  67.20
Simulation: 300 07/02/2016 22:01:38:61179 Total Errors:   341, Errors this iteration:     5, Total Bits Simulated:      8200, Bit Error Rate:  0.04, Percent errors found:  68.20
Simulation: 300 07/02/2016 22:01:38:78491 Total Errors:   345, Errors this iteration:     4, Total Bits Simulated:      8300, Bit Error Rate:  0.04, Percent errors found:  69.00
Simulation: 300 07/02/2016 22:01:38:95752 Total Errors:   349, Errors this iteration:     4, Total Bits Simulated:      8400, Bit Error Rate:  0.04, Percent errors found:  69.80
Simulation: 300 07/02/2016 22:01:39:15948 Total Errors:   355, Errors this iteration:     6, Total Bits Simulated:      8500, Bit Error Rate:  0.04, Percent errors found:  71.00
Simulation: 300 07/02/2016 22:01:39:33011 Total Errors:   364, Errors this iteration:     9, Total Bits Simulated:      8600, Bit Error Rate:  0.04, Percent errors found:  72.80
Simulation: 300 07/02/2016 22:01:39:50323 Total Errors:   367, Errors this iteration:     3, Total Bits Simulated:      8700, Bit Error Rate:  0.04, Percent errors found:  73.40
Simulation: 300 07/02/2016 22:01:39:67434 Total Errors:   372, Errors this iteration:     5, Total Bits Simulated:      8800, Bit Error Rate:  0.04, Percent errors found:  74.40
Simulation: 300 07/02/2016 22:01:39:84946 Total Errors:   378, Errors this iteration:     6, Total Bits Simulated:      8900, Bit Error Rate:  0.04, Percent errors found:  75.60
Simulation: 300 07/02/2016 22:01:40:02207 Total Errors:   383, Errors this iteration:     5, Total Bits Simulated:      9000, Bit Error Rate:  0.04, Percent errors found:  76.60
Simulation: 300 07/02/2016 22:01:40:19969 Total Errors:   387, Errors this iteration:     4, Total Bits Simulated:      9100, Bit Error Rate:  0.04, Percent errors found:  77.40
Simulation: 300 07/02/2016 22:01:40:40496 Total Errors:   389, Errors this iteration:     2, Total Bits Simulated:      9200, Bit Error Rate:  0.04, Percent errors found:  77.80
Simulation: 300 07/02/2016 22:01:40:57558 Total Errors:   395, Errors this iteration:     6, Total Bits Simulated:      9300, Bit Error Rate:  0.04, Percent errors found:  79.00
Simulation: 300 07/02/2016 22:01:40:74719 Total Errors:   400, Errors this iteration:     5, Total Bits Simulated:      9400, Bit Error Rate:  0.04, Percent errors found:  80.00
Simulation: 300 07/02/2016 22:01:40:92932 Total Errors:   404, Errors this iteration:     4, Total Bits Simulated:      9500, Bit Error Rate:  0.04, Percent errors found:  80.80
Simulation: 300 07/02/2016 22:01:41:10194 Total Errors:   406, Errors this iteration:     2, Total Bits Simulated:      9600, Bit Error Rate:  0.04, Percent errors found:  81.20
Simulation: 300 07/02/2016 22:01:41:27341 Total Errors:   413, Errors this iteration:     7, Total Bits Simulated:      9700, Bit Error Rate:  0.04, Percent errors found:  82.60
Simulation: 300 07/02/2016 22:01:41:45488 Total Errors:   417, Errors this iteration:     4, Total Bits Simulated:      9800, Bit Error Rate:  0.04, Percent errors found:  83.40
Simulation: 300 07/02/2016 22:01:41:62600 Total Errors:   420, Errors this iteration:     3, Total Bits Simulated:      9900, Bit Error Rate:  0.04, Percent errors found:  84.00
Simulation: 300 07/02/2016 22:01:41:79662 Total Errors:   423, Errors this iteration:     3, Total Bits Simulated:     10000, Bit Error Rate:  0.04, Percent errors found:  84.60
Simulation: 300 07/02/2016 22:01:41:97073 Total Errors:   425, Errors this iteration:     2, Total Bits Simulated:     10100, Bit Error Rate:  0.04, Percent errors found:  85.00
Simulation: 300 07/02/2016 22:01:42:14835 Total Errors:   431, Errors this iteration:     6, Total Bits Simulated:     10200, Bit Error Rate:  0.04, Percent errors found:  86.20
Simulation: 300 07/02/2016 22:01:42:31947 Total Errors:   434, Errors this iteration:     3, Total Bits Simulated:     10300, Bit Error Rate:  0.04, Percent errors found:  86.80
Simulation: 300 07/02/2016 22:01:42:49776 Total Errors:   439, Errors this iteration:     5, Total Bits Simulated:     10400, Bit Error Rate:  0.04, Percent errors found:  87.80
Simulation: 300 07/02/2016 22:01:42:67190 Total Errors:   442, Errors this iteration:     3, Total Bits Simulated:     10500, Bit Error Rate:  0.04, Percent errors found:  88.40
Simulation: 300 07/02/2016 22:01:42:84552 Total Errors:   447, Errors this iteration:     5, Total Bits Simulated:     10600, Bit Error Rate:  0.04, Percent errors found:  89.40
Simulation: 300 07/02/2016 22:01:43:02364 Total Errors:   451, Errors this iteration:     4, Total Bits Simulated:     10700, Bit Error Rate:  0.04, Percent errors found:  90.20
Simulation: 300 07/02/2016 22:01:43:19626 Total Errors:   455, Errors this iteration:     4, Total Bits Simulated:     10800, Bit Error Rate:  0.04, Percent errors found:  91.00
Simulation: 300 07/02/2016 22:01:43:37238 Total Errors:   460, Errors this iteration:     5, Total Bits Simulated:     10900, Bit Error Rate:  0.04, Percent errors found:  92.00
Simulation: 300 07/02/2016 22:01:43:54649 Total Errors:   465, Errors this iteration:     5, Total Bits Simulated:     11000, Bit Error Rate:  0.04, Percent errors found:  93.00
Simulation: 300 07/02/2016 22:01:43:80069 Total Errors:   472, Errors this iteration:     7, Total Bits Simulated:     11100, Bit Error Rate:  0.04, Percent errors found:  94.40
Simulation: 300 07/02/2016 22:01:43:97521 Total Errors:   476, Errors this iteration:     4, Total Bits Simulated:     11200, Bit Error Rate:  0.04, Percent errors found:  95.20
Simulation: 300 07/02/2016 22:01:44:14632 Total Errors:   478, Errors this iteration:     2, Total Bits Simulated:     11300, Bit Error Rate:  0.04, Percent errors found:  95.60
Simulation: 300 07/02/2016 22:01:44:32544 Total Errors:   479, Errors this iteration:     1, Total Bits Simulated:     11400, Bit Error Rate:  0.04, Percent errors found:  95.80
Simulation: 300 07/02/2016 22:01:44:50006 Total Errors:   484, Errors this iteration:     5, Total Bits Simulated:     11500, Bit Error Rate:  0.04, Percent errors found:  96.80
Simulation: 300 07/02/2016 22:01:44:67668 Total Errors:   489, Errors this iteration:     5, Total Bits Simulated:     11600, Bit Error Rate:  0.04, Percent errors found:  97.80
Simulation: 300 07/02/2016 22:01:44:85913 Total Errors:   492, Errors this iteration:     3, Total Bits Simulated:     11700, Bit Error Rate:  0.04, Percent errors found:  98.40
Simulation: 300 07/02/2016 22:01:45:04765 Total Errors:   498, Errors this iteration:     6, Total Bits Simulated:     11800, Bit Error Rate:  0.04, Percent errors found:  99.60
Simulation: 300 07/02/2016 22:01:45:22277 Total Errors:   500, Errors this iteration:     2, Total Bits Simulated:     11900, Bit Error Rate:  0.04, Percent errors found:  100.00
Completed simulation at Saturday, July 2, 2016 10:01:45 PM.

The simulation took: 00:00:22.7613140
