1.4142135623731,
1.14412280563537,
0.437016024448821,
-0.437016024448821,
-1.14412280563537,
-1.4142135623731,
-1.14412280563537,
-0.437016024448821,
0.437016024448821,
1.14412280563537,
-1.4142135623731,
-1.14412280563537,
-0.437016024448821,
0.437016024448821,
1.14412280563537,
1.4142135623731,
1.14412280563537,
0.437016024448822,
-0.437016024448821,
-1.14412280563537
