1000
0,
0.125333233564304,
0.248689887164855,
0.368124552684678,
0.481753674101715,
0.587785252292473,
0.684547105928689,
0.770513242775789,
0.844327925502015,
0.904827052466019,
0.951056516295154,
0.982287250728689,
0.998026728428272,
0.998026728428272,
0.982287250728689,
0.951056516295154,
0.904827052466019,
0.844327925502015,
0.770513242775789,
0.684547105928689,
0.587785252292473,
0.481753674101715,
0.368124552684678,
0.248689887164855,
0.125333233564304,
1.22460635382238E-16,
-0.125333233564304,
-0.248689887164855,
-0.368124552684678,
-0.481753674101715,
-0.587785252292473,
-0.684547105928689,
-0.770513242775789,
-0.844327925502015,
-0.90482705246602,
-0.951056516295154,
-0.982287250728689,
-0.998026728428272,
-0.998026728428272,
-0.982287250728689,
-0.951056516295154,
-0.90482705246602,
-0.844327925502015,
-0.77051324277579,
-0.684547105928689,
-0.587785252292473,
-0.481753674101715,
-0.368124552684678,
-0.248689887164854,
-0.125333233564305,
-2.44921270764475E-16,
0.125333233564303,
0.248689887164854,
0.368124552684677,
0.481753674101715,
0.587785252292473,
0.684547105928689,
0.770513242775789,
0.844327925502015,
0.904827052466019,
0.951056516295154,
0.982287250728689,
0.998026728428272,
0.998026728428272,
0.982287250728689,
0.951056516295154,
0.904827052466019,
0.844327925502015,
0.770513242775789,
0.684547105928688,
0.587785252292473,
0.481753674101716,
0.36812455268468,
0.248689887164855,
0.125333233564306,
3.67381906146713E-16,
-0.125333233564303,
-0.248689887164855,
-0.368124552684677,
-0.481753674101716,
-0.587785252292473,
-0.684547105928689,
-0.770513242775789,
-0.844327925502016,
-0.90482705246602,
-0.951056516295153,
-0.982287250728689,
-0.998026728428271,
-0.998026728428272,
-0.982287250728689,
-0.951056516295154,
-0.90482705246602,
-0.844327925502015,
-0.77051324277579,
-0.684547105928689,
-0.587785252292473,
-0.481753674101715,
-0.368124552684678,
-0.248689887164856,
-0.125333233564304,
0,
0.248689887164855,
0.481753674101715,
0.684547105928689,
0.844327925502015,
0.951056516295154,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292473,
0.368124552684678,
0.125333233564304,
-0.125333233564304,
-0.368124552684678,
-0.587785252292473,
-0.770513242775789,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502015,
-0.684547105928689,
-0.481753674101715,
-0.248689887164854,
-2.44921270764475E-16,
0.248689887164854,
0.481753674101715,
0.684547105928689,
0.844327925502015,
0.951056516295154,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292473,
0.36812455268468,
0.125333233564306,
-0.125333233564303,
-0.368124552684677,
-0.587785252292473,
-0.770513242775789,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502015,
-0.684547105928689,
-0.481753674101715,
-0.248689887164856,
-4.89842541528951E-16,
0.248689887164853,
0.481753674101714,
0.684547105928688,
0.844327925502015,
0.951056516295153,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.77051324277579,
0.587785252292474,
0.368124552684678,
0.125333233564304,
-0.125333233564303,
-0.368124552684679,
-0.587785252292473,
-0.77051324277579,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502016,
-0.684547105928691,
-0.481753674101717,
-0.248689887164858,
-7.34763812293426E-16,
0.248689887164853,
0.481753674101715,
0.684547105928688,
0.844327925502015,
0.951056516295153,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292474,
0.36812455268468,
0.125333233564308,
-0.125333233564303,
-0.368124552684675,
-0.587785252292472,
-0.770513242775788,
-0.904827052466019,
-0.982287250728688,
-0.998026728428272,
-0.951056516295154,
-0.844327925502014,
-0.684547105928689,
-0.481753674101717,
-0.248689887164854,
0,
0.0627905195293134,
0.125333233564304,
0.187381314585725,
0.248689887164855,
0.309016994374947,
0.368124552684678,
0.425779291565073,
0.481753674101715,
0.535826794978997,
0.587785252292473,
0.63742398974869,
0.684547105928689,
0.728968627421411,
0.770513242775789,
0.809016994374947,
0.844327925502015,
0.876306680043864,
0.904827052466019,
0.929776485888251,
0.951056516295154,
0.968583161128631,
0.982287250728689,
0.992114701314478,
0.998026728428272,
1,
0.998026728428272,
0.992114701314478,
0.982287250728689,
0.968583161128631,
0.951056516295154,
0.929776485888251,
0.904827052466019,
0.876306680043863,
0.844327925502015,
0.809016994374947,
0.770513242775789,
0.728968627421412,
0.684547105928689,
0.63742398974869,
0.587785252292473,
0.535826794978997,
0.481753674101715,
0.425779291565073,
0.368124552684678,
0.309016994374948,
0.248689887164855,
0.187381314585725,
0.125333233564304,
0.0627905195293136,
1.22460635382238E-16,
-0.0627905195293129,
-0.125333233564304,
-0.187381314585724,
-0.248689887164855,
-0.309016994374947,
-0.368124552684678,
-0.425779291565073,
-0.481753674101715,
-0.535826794978996,
-0.587785252292473,
-0.63742398974869,
-0.684547105928689,
-0.728968627421411,
-0.770513242775789,
-0.809016994374947,
-0.844327925502015,
-0.876306680043864,
-0.90482705246602,
-0.929776485888251,
-0.951056516295154,
-0.968583161128631,
-0.982287250728689,
-0.992114701314478,
-0.998026728428272,
-1,
-0.998026728428272,
-0.992114701314478,
-0.982287250728689,
-0.968583161128631,
-0.951056516295154,
-0.929776485888251,
-0.90482705246602,
-0.876306680043863,
-0.844327925502015,
-0.809016994374948,
-0.77051324277579,
-0.728968627421412,
-0.684547105928689,
-0.63742398974869,
-0.587785252292473,
-0.535826794978997,
-0.481753674101715,
-0.425779291565073,
-0.368124552684678,
-0.309016994374948,
-0.248689887164854,
-0.187381314585725,
-0.125333233564305,
-0.0627905195293133,
0,
0.248689887164855,
0.481753674101715,
0.684547105928689,
0.844327925502015,
0.951056516295154,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292473,
0.368124552684678,
0.125333233564304,
-0.125333233564304,
-0.368124552684678,
-0.587785252292473,
-0.770513242775789,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502015,
-0.684547105928689,
-0.481753674101715,
-0.248689887164854,
-2.44921270764475E-16,
0.248689887164854,
0.481753674101715,
0.684547105928689,
0.844327925502015,
0.951056516295154,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292473,
0.36812455268468,
0.125333233564306,
-0.125333233564303,
-0.368124552684677,
-0.587785252292473,
-0.770513242775789,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502015,
-0.684547105928689,
-0.481753674101715,
-0.248689887164856,
-4.89842541528951E-16,
0.248689887164853,
0.481753674101714,
0.684547105928688,
0.844327925502015,
0.951056516295153,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.77051324277579,
0.587785252292474,
0.368124552684678,
0.125333233564304,
-0.125333233564303,
-0.368124552684679,
-0.587785252292473,
-0.77051324277579,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502016,
-0.684547105928691,
-0.481753674101717,
-0.248689887164858,
-7.34763812293426E-16,
0.248689887164853,
0.481753674101715,
0.684547105928688,
0.844327925502015,
0.951056516295153,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292474,
0.36812455268468,
0.125333233564308,
-0.125333233564303,
-0.368124552684675,
-0.587785252292472,
-0.770513242775788,
-0.904827052466019,
-0.982287250728688,
-0.998026728428272,
-0.951056516295154,
-0.844327925502014,
-0.684547105928689,
-0.481753674101717,
-0.248689887164854,
0,
0.125333233564304,
0.248689887164855,
0.368124552684678,
0.481753674101715,
0.587785252292473,
0.684547105928689,
0.770513242775789,
0.844327925502015,
0.904827052466019,
0.951056516295154,
0.982287250728689,
0.998026728428272,
0.998026728428272,
0.982287250728689,
0.951056516295154,
0.904827052466019,
0.844327925502015,
0.770513242775789,
0.684547105928689,
0.587785252292473,
0.481753674101715,
0.368124552684678,
0.248689887164855,
0.125333233564304,
1.22460635382238E-16,
-0.125333233564304,
-0.248689887164855,
-0.368124552684678,
-0.481753674101715,
-0.587785252292473,
-0.684547105928689,
-0.770513242775789,
-0.844327925502015,
-0.90482705246602,
-0.951056516295154,
-0.982287250728689,
-0.998026728428272,
-0.998026728428272,
-0.982287250728689,
-0.951056516295154,
-0.90482705246602,
-0.844327925502015,
-0.77051324277579,
-0.684547105928689,
-0.587785252292473,
-0.481753674101715,
-0.368124552684678,
-0.248689887164854,
-0.125333233564305,
-2.44921270764475E-16,
0.125333233564303,
0.248689887164854,
0.368124552684677,
0.481753674101715,
0.587785252292473,
0.684547105928689,
0.770513242775789,
0.844327925502015,
0.904827052466019,
0.951056516295154,
0.982287250728689,
0.998026728428272,
0.998026728428272,
0.982287250728689,
0.951056516295154,
0.904827052466019,
0.844327925502015,
0.770513242775789,
0.684547105928688,
0.587785252292473,
0.481753674101716,
0.36812455268468,
0.248689887164855,
0.125333233564306,
3.67381906146713E-16,
-0.125333233564303,
-0.248689887164855,
-0.368124552684677,
-0.481753674101716,
-0.587785252292473,
-0.684547105928689,
-0.770513242775789,
-0.844327925502016,
-0.90482705246602,
-0.951056516295153,
-0.982287250728689,
-0.998026728428271,
-0.998026728428272,
-0.982287250728689,
-0.951056516295154,
-0.90482705246602,
-0.844327925502015,
-0.77051324277579,
-0.684547105928689,
-0.587785252292473,
-0.481753674101715,
-0.368124552684678,
-0.248689887164856,
-0.125333233564304,
0,
0.187381314585725,
0.368124552684678,
0.535826794978997,
0.684547105928689,
0.809016994374947,
0.90482705246602,
0.968583161128631,
0.998026728428272,
0.992114701314478,
0.951056516295154,
0.876306680043864,
0.770513242775789,
0.63742398974869,
0.481753674101716,
0.309016994374948,
0.125333233564305,
-0.0627905195293133,
-0.248689887164854,
-0.425779291565072,
-0.587785252292473,
-0.728968627421411,
-0.844327925502015,
-0.929776485888251,
-0.982287250728689,
-1,
-0.982287250728689,
-0.929776485888252,
-0.844327925502016,
-0.728968627421412,
-0.587785252292474,
-0.425779291565073,
-0.248689887164855,
-0.0627905195293142,
0.125333233564304,
0.309016994374947,
0.481753674101714,
0.637423989748689,
0.770513242775789,
0.876306680043863,
0.951056516295154,
0.992114701314478,
0.998026728428272,
0.968583161128632,
0.90482705246602,
0.809016994374949,
0.68454710592869,
0.535826794978997,
0.368124552684678,
0.187381314585726,
3.67381906146713E-16,
-0.187381314585723,
-0.368124552684677,
-0.535826794978995,
-0.684547105928688,
-0.809016994374947,
-0.904827052466019,
-0.968583161128631,
-0.998026728428272,
-0.992114701314478,
-0.951056516295154,
-0.876306680043864,
-0.77051324277579,
-0.637423989748691,
-0.481753674101716,
-0.309016994374948,
-0.125333233564306,
0.0627905195293125,
0.248689887164855,
0.425779291565072,
0.587785252292473,
0.728968627421409,
0.844327925502014,
0.929776485888251,
0.982287250728688,
1,
0.982287250728689,
0.929776485888252,
0.844327925502016,
0.728968627421412,
0.587785252292474,
0.425779291565074,
0.248689887164856,
0.0627905195293136,
-0.125333233564303,
-0.309016994374945,
-0.481753674101712,
-0.637423989748686,
-0.770513242775788,
-0.876306680043862,
-0.951056516295152,
-0.992114701314478,
-0.998026728428272,
-0.968583161128632,
-0.90482705246602,
-0.809016994374949,
-0.684547105928689,
-0.535826794978998,
-0.36812455268468,
-0.187381314585724,
0,
0.248689887164855,
0.481753674101715,
0.684547105928689,
0.844327925502015,
0.951056516295154,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292473,
0.368124552684678,
0.125333233564304,
-0.125333233564304,
-0.368124552684678,
-0.587785252292473,
-0.770513242775789,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502015,
-0.684547105928689,
-0.481753674101715,
-0.248689887164854,
-2.44921270764475E-16,
0.248689887164854,
0.481753674101715,
0.684547105928689,
0.844327925502015,
0.951056516295154,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292473,
0.36812455268468,
0.125333233564306,
-0.125333233564303,
-0.368124552684677,
-0.587785252292473,
-0.770513242775789,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502015,
-0.684547105928689,
-0.481753674101715,
-0.248689887164856,
-4.89842541528951E-16,
0.248689887164853,
0.481753674101714,
0.684547105928688,
0.844327925502015,
0.951056516295153,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.77051324277579,
0.587785252292474,
0.368124552684678,
0.125333233564304,
-0.125333233564303,
-0.368124552684679,
-0.587785252292473,
-0.77051324277579,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502016,
-0.684547105928691,
-0.481753674101717,
-0.248689887164858,
-7.34763812293426E-16,
0.248689887164853,
0.481753674101715,
0.684547105928688,
0.844327925502015,
0.951056516295153,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292474,
0.36812455268468,
0.125333233564308,
-0.125333233564303,
-0.368124552684675,
-0.587785252292472,
-0.770513242775788,
-0.904827052466019,
-0.982287250728688,
-0.998026728428272,
-0.951056516295154,
-0.844327925502014,
-0.684547105928689,
-0.481753674101717,
-0.248689887164854,
0,
0.248689887164855,
0.481753674101715,
0.684547105928689,
0.844327925502015,
0.951056516295154,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292473,
0.368124552684678,
0.125333233564304,
-0.125333233564304,
-0.368124552684678,
-0.587785252292473,
-0.770513242775789,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502015,
-0.684547105928689,
-0.481753674101715,
-0.248689887164854,
-2.44921270764475E-16,
0.248689887164854,
0.481753674101715,
0.684547105928689,
0.844327925502015,
0.951056516295154,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.770513242775789,
0.587785252292473,
0.36812455268468,
0.125333233564306,
-0.125333233564303,
-0.368124552684677,
-0.587785252292473,
-0.770513242775789,
-0.90482705246602,
-0.982287250728689,
-0.998026728428272,
-0.951056516295154,
-0.844327925502015,
-0.684547105928689,
-0.481753674101715,
-0.248689887164856,
-4.89842541528951E-16,
0.248689887164853,
0.481753674101714,
0.684547105928688,
0.844327925502015,
0.951056516295153,
0.998026728428272,
0.982287250728689,
0.904827052466019,
0.77051324277579,
0.587785252292474,
0.368124552684678,
0.125333233564304,
-0.125333233564303,
-0.368124552684679,
-0.587785252292473,
-0.77051324277579,
